Data Point Used in Publication,Time stamp,Year,Day number,Month,Day of month,Hour,GHI [W/m2],DNI [W/m2],DHI [W/m2],Sun azimuth (deg),Sun zenith (deg),Tracker Angle [deg],Air Mass,Temperature (C),windspeed [m/s],Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, NOC, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]"
0,328,2020,14,1,14,16.5,5.8,0.2,5.8,-55.68909956,93.31840611,25,40,7.5,3.1,1.43960322,1.439690945,1.439771089,0.565368036,0.531906259,1.517356514,1.517453607,1.517542375,0.684639997,0.631406549,1.441209082,1.441296983,1.441377302,0.566783552,0.533243735,1.518414768,1.518511934,1.518600787,0.686397415,0.633056785,0.734473269,0.716105674
0,329,2020,14,1,14,17.5,0,0,0,-67.60829914,100.7390684,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,330,2020,14,1,14,18.5,0,0,0,-79.38940409,108.8225188,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,331,2020,14,1,14,19.5,0,0,0,-91.51959941,117.2257784,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,332,2020,14,1,14,20.5,0,0,0,-104.6606115,125.5719382,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,333,2020,14,1,14,21.5,0,0,0,-119.7040014,133.3811303,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,2020,14,1,14,22.5,0,0,0,-137.7249991,139.9692744,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,335,2020,14,1,14,23.5,0,0,0,-159.4375444,144.3801405,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,336,2020,15,1,15,0.5,0,0,0,176.1915998,145.6109656,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,337,2020,15,1,15,1.5,0,0,0,152.3779983,143.3041132,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,338,2020,15,1,15,2.5,0,0,0,131.8180869,138.0967902,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,339,2020,15,1,15,3.5,0,0,0,114.8384488,131.0333759,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,340,2020,15,1,15,4.5,0,0,0,100.4995474,122.9878815,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,341,2020,15,1,15,5.5,0,0,0,87.75977199,114.5688523,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,342,2020,15,1,15,6.5,0,0,0,75.8029627,106.2142608,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,343,2020,15,1,15,7.5,0,0,0,64.02676722,98.28444096,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,344,2020,15,1,15,8.5,4.3,0.2,4.5,51.9883344,91.12066126,25,40,11.2,6.5,1.082842132,1.082984848,1.083059723,0.438647614,0.41268589,1.141581888,1.1417398,1.141822716,0.531186204,0.489884391,1.084051188,1.084194113,1.084269139,0.439745859,0.413723588,1.14237675,1.142534956,1.142617941,0.532549718,0.491164747,0.56984995,0.55559923
1,345,2020,15,1,15,9.5,17.9,0.2,18.3,39.38489478,85.07331042,25,10.4312278,11.5,5.8,4.755428071,4.757458636,4.758574661,1.731010773,1.633630909,4.984923072,4.98714555,4.988367146,2.02135402,1.879050803,4.758659527,4.760693029,4.761810656,1.731095818,1.633676121,4.987167533,4.989392414,4.990614962,2.022961902,1.880447735,2.183283321,2.126482461
1,346,2020,15,1,15,10.5,23.3,0.2,23.4,26.07712823,80.49975629,25,5.858019175,11.9,5.8,6.088715505,6.091961175,6.0937449,2.216600306,2.091748152,6.364479833,6.368015527,6.369958654,2.597662839,2.41531737,6.09417209,6.097423969,6.099210917,2.221258269,2.096164809,6.368202673,6.371742564,6.373688058,2.603854364,2.421117912,2.805378313,2.732930597
1,347,2020,15,1,15,11.5,26.7,0.2,26.8,12.13243192,77.72727601,25,4.610625798,12.1,5.6,6.995767103,6.999828676,7.00209831,2.539597946,2.39666575,7.301773402,7.306187017,7.308654085,2.978190882,2.769694414,7.002052394,7.006121051,7.008394144,2.545228499,2.401982032,7.306074094,7.310492922,7.31296257,2.985518275,2.776552492,3.215437166,3.132471298
1,348,2020,15,1,15,12.5,30.7,0.2,30.7,-2.166080106,76.98605605,25,4.362204221,12.2,5.2,8.065481141,8.07036199,8.073195164,2.906569772,2.743126014,8.415386894,8.420686499,8.42376484,3.404896551,3.166715924,8.07258855,8.07747742,8.080316719,2.913082462,2.749251451,8.420295136,8.425601024,8.428682136,3.413248636,3.174521162,3.677860076,3.582830143
1,349,2020,15,1,15,13.5,21.5,0.2,21.5,-16.40105241,78.34232541,25,4.839403349,11.9,5.1,5.555587927,5.557944895,5.559328216,2.039324455,1.924470197,5.800648093,5.803210711,5.804715509,2.394466061,2.22680026,5.560293806,5.562655109,5.564041241,2.043777204,1.92863891,5.803945845,5.8065115,5.80801814,2.400136808,2.232086447,2.583987603,2.516966961
0,350,2020,15,1,15,14.5,38.9,0.2,38.9,-30.18051025,81.67600864,25,6.613759117,11.1,4.8,10.60163946,10.60897989,10.6134488,3.634608893,3.432100549,11.11118634,11.119218,11.12410879,4.20164688,3.908808408,10.61469103,10.62204928,10.62652978,3.649052892,3.445653167,11.11950343,11.12754755,11.13244654,4.218182209,3.92437015,4.564613431,4.451852632
0,351,2020,15,1,15,15.5,6.4,0.2,6.5,-43.28163254,86.72008284,25,14.23862552,10.7,3.9,1.598814,1.598972433,1.59908534,0.617147563,0.582272488,1.676500779,1.67667405,1.676797794,0.725643943,0.674506566,1.602326259,1.60248546,1.602599043,0.620220671,0.585200534,1.677714941,1.677888517,1.678012337,0.72890045,0.67760869,0.784497082,0.763977202
0,352,2020,15,1,15,16.5,0.8,0.4,0.9,-55.70234903,93.13206525,25,40,11.3,6.8,0.199208865,0.199215192,0.199218462,0.087729523,0.082537178,0.210105314,0.210112319,0.21011594,0.106237241,0.097976878,0.199431856,0.199438193,0.199441468,0.087949172,0.082744718,0.21025134,0.210258354,0.210261978,0.106509944,0.098232949,0.11396999,0.111119846
0,353,2020,15,1,15,17.5,0,0,0,-67.6352767,100.5539489,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,354,2020,15,1,15,18.5,0,0,0,-79.42604217,108.6385551,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,355,2020,15,1,15,19.5,0,0,0,-91.5614407,117.0421087,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,356,2020,15,1,15,20.5,0,0,0,-104.701113,125.3872549,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,357,2020,15,1,15,21.5,0,0,0,-119.7312401,133.1943758,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,358,2020,15,1,15,22.5,0,0,0,-137.7170582,139.7813409,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,359,2020,15,1,15,23.5,0,0,0,-159.3637806,144.1969295,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,360,2020,16,1,16,0.5,0,0,0,176.3463647,145.4441673,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,361,2020,16,1,16,1.5,0,0,0,152.5872706,143.1631166,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,362,2020,16,1,16,2.5,0,0,0,132.0408128,137.980738,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,363,2020,16,1,16,3.5,0,0,0,115.0519779,130.934694,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,364,2020,16,1,16,4.5,0,0,0,100.6980187,122.8981366,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,365,2020,16,1,16,5.5,0,0,0,87.94414609,114.4809034,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,366,2020,16,1,16,6.5,0,0,0,75.97561868,106.1223438,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,367,2020,16,1,16,7.5,0,0,0,64.18938765,98.18384208,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,368,2020,16,1,16,8.5,9.8,0.2,10.1,52.14101879,91.00754867,25,40,7.4,4.1,2.572353558,2.572754648,2.573028807,0.9845202,0.926250554,2.710840752,2.711284788,2.711588345,1.192217925,1.0995183,2.575219465,2.575621771,2.575896726,0.986985151,0.928579608,2.712731455,2.713176531,2.713480367,1.195278256,1.102391987,1.278996554,1.247011604
1,369,2020,16,1,16,9.5,34.2,3.5,33.8,39.52570138,84.94486416,25,10.21330328,7.6,3.8,9.477877783,9.482078718,9.485146069,3.186223247,3.010253906,10.34188404,10.34683929,10.35045762,3.647256285,3.393629408,9.471720947,9.475914821,9.478977211,3.139058959,2.964688129,10.33716276,10.34211073,10.34572639,3.606185645,3.353321508,3.925472006,3.820066127
1,370,2020,16,1,16,10.5,71.7,44.7,64,26.20205584,80.35458176,25,5.776357206,7.8,3.3,20.84984379,20.86559421,20.87891533,5.979211594,5.619745055,30.75964608,30.79093459,30.81740377,7.061033814,6.438002111,20.8259743,20.84168443,20.85496182,5.890532036,5.53610012,30.74677045,30.77802263,30.80446058,6.96219446,6.343865149,7.682436526,7.446711042
1,371,2020,16,1,16,11.5,125.8,51.6,113.6,12.23624121,77.56589464,25,4.554144757,8.3,3.1,38.18594902,38.23088863,38.27193848,9.981968488,9.422158145,51.46218635,51.53845623,51.60812092,11.33586596,10.45283214,38.20974842,38.2547042,38.2957949,9.959218372,9.40053426,51.47256801,51.5488616,51.61855439,11.3145351,10.43202574,12.50543915,12.18047167
1,372,2020,16,1,16,12.5,166.1,169,126.9,-2.088056033,76.81104645,25,4.307433335,8.5,3,45.00643608,45.07560238,45.14160351,11.0849018,10.46494284,79.0890567,79.25546382,79.41422102,12.42328593,11.48235263,45.09384481,45.1632401,45.22947691,11.14708308,10.52303706,79.12675785,79.29334373,79.45226901,12.50228455,11.55606747,13.82073122,13.50821732
1,373,2020,16,1,16,13.5,153.7,295.1,91.2,-16.35092684,78.15774132,25,4.768391726,8.6,2.6,32.7463097,32.78143599,32.82316223,8.350547779,7.866953794,85.70253685,85.84930803,86.02410539,10.0381737,9.244068643,32.90995122,32.94527433,32.987463,8.555717341,8.057307892,85.78222084,85.92929183,86.10447977,10.29804337,9.48687351,10.87233559,10.81676715
0,374,2020,16,1,16,14.5,81.5,107,63.5,-30.15708384,81.4862217,25,6.479185065,8.4,2.4,20.89772486,20.90662833,20.91896433,6.001764011,5.662088703,38.57847915,38.60428816,38.6401046,6.810196389,6.243202479,21.08094524,21.09000088,21.10256643,6.303477612,5.946131264,38.68054925,38.70651702,38.74254753,7.17553635,6.590522274,7.602965412,7.703377731
0,375,2020,16,1,16,15.5,16.8,0.1,16.9,-43.2812661,86.52868656,25,13.67202339,7.9,2.4,4.476981895,4.477420874,4.478030154,1.589928856,1.500612233,4.687641404,4.688120415,4.688785352,1.852255108,1.72158754,4.483978668,4.48441889,4.485030022,1.597305969,1.507553478,4.691411242,4.691890981,4.692557646,1.860325607,1.729211906,2.008189538,1.958416879
0,376,2020,16,1,16,16.5,5.6,0.1,5.8,-55.72048296,92.94132613,25,40,7.5,3,1.43960322,1.439685972,1.439764935,0.565368036,0.531906259,1.517356514,1.517448103,1.517535561,0.684639997,0.631406549,1.441209082,1.441291996,1.441371136,0.566783552,0.533243735,1.518414768,1.518506419,1.518593962,0.686397415,0.633056785,0.734473269,0.716105674
0,377,2020,16,1,16,17.5,0,0,0,-67.66748844,100.3647857,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,378,2020,16,1,16,18.5,0,0,0,-79.46824159,108.4507725,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,379,2020,16,1,16,19.5,0,0,0,-91.60919645,116.8546849,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,380,2020,16,1,16,20.5,0,0,0,-104.7479236,125.1986888,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,381,2020,16,1,16,21.5,0,0,0,-119.7651725,133.0033777,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,382,2020,16,1,16,22.5,0,0,0,-137.7159824,139.5885433,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,383,2020,16,1,16,23.5,0,0,0,-159.2963528,144.0080228,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,384,2020,17,1,17,0.5,0,0,0,176.4966153,145.2708718,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,385,2020,17,1,17,1.5,0,0,0,152.7947324,143.0151984,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,386,2020,17,1,17,2.5,0,0,0,132.2639295,137.8577624,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,387,2020,17,1,17,3.5,0,0,0,115.2670692,130.8292736,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,388,2020,17,1,17,4.5,0,0,0,100.8984909,122.801838,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,389,2020,17,1,17,5.5,0,0,0,88.13056625,114.3865173,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,390,2020,17,1,17,6.5,0,0,0,76.15015468,106.0240306,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,391,2020,17,1,17,7.5,0,0,0,64.35357914,98.07682933,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,392,2020,17,1,17,8.5,16.3,40.1,14.1,52.29482948,90.88797279,25,40,5.4,3.7,3.677790694,3.678456244,3.678954773,1.37442919,1.293082456,3.875073484,3.875809667,3.876360951,1.66438344,1.534971092,3.681883934,3.682551006,3.683050574,1.377870359,1.296333908,3.877777687,3.87851508,3.879067266,1.668655784,1.538982873,1.785529843,1.740877586
0,393,2020,17,1,17,9.5,63.3,273.1,32.9,39.66703359,84.80991057,25,9.99337967,5.9,3.3,11.63333865,11.63830582,11.6425101,6.534434271,6.234425011,44.42813158,44.49044522,44.543156,7.155731188,6.718342343,10.87688056,10.88114879,10.88475784,3.080600541,2.885166621,43.79069407,43.85087421,43.90178621,3.928450003,3.562112474,4.209986662,4.087673751
0,394,2020,17,1,17,10.5,149.4,532.9,54.9,26.32673488,80.20290826,25,5.693402909,7,2.9,21.53387022,21.55991097,21.58602726,6.674025123,6.255350222,103.4477774,103.7091774,103.97069,7.282719379,6.626106456,21.43676399,21.46279804,21.48891215,6.336337157,5.94536203,103.3610585,103.6219045,103.8828584,6.811026728,6.187386866,7.847656461,7.445021867
0,395,2020,17,1,17,11.5,181.8,548.2,62.6,12.33887386,77.39812557,25,4.496883393,8.1,3,25.13237288,25.17893787,25.22320186,6.475614764,6.052167333,121.4957967,121.8844592,122.2551315,8.569825279,7.843610119,25.13268777,25.17911668,25.22338871,6.396408381,5.979266992,121.4833087,121.8718644,122.2424226,8.457582779,7.739447743,8.89490159,8.614112627
0,396,2020,17,1,17,12.5,200.9,621,59.2,-2.012208354,76.62989895,25,4.252185024,8.8,2.9,24.7523279,24.8031912,24.85403025,6.315693491,5.882632389,135.923599,136.3850757,136.8466069,8.128963805,7.425065979,24.83166249,24.88316995,24.93455924,6.392363068,5.952741859,135.9613738,136.4231526,136.8849813,8.23694968,7.524028595,8.620037115,8.512387203
0,397,2020,17,1,17,13.5,177.7,617.1,50.6,-16.30392222,77.96740579,25,4.697319028,9.1,2.1,21.30030188,21.31708111,21.34927143,5.618744372,5.271792582,125.1412003,125.3217244,125.6675452,7.988014423,7.39270167,21.4701729,21.48721507,21.51990183,5.885237494,5.516232806,125.2347152,125.4155772,125.7620436,8.344752493,7.72204603,7.983359017,8.10519111
0,398,2020,17,1,17,14.5,112.9,464.9,40.6,-30.13756055,81.29116073,25,6.346336824,8.9,1.5,15.6321017,15.63250408,15.64300382,5.497323509,5.207149336,82.63042901,82.63566622,82.77217784,5.635262533,5.138498864,15.91744401,15.9178466,15.92872858,6.200014774,5.859192057,82.84985232,82.85512388,82.99251461,6.60778312,6.057023609,6.38404858,7.09796689
0,399,2020,17,1,17,15.5,44.2,222.8,25.9,-43.28538895,86.33251459,25,13.13246093,7.7,2,7.690395021,7.691104388,7.692677644,2.441961127,2.286993256,10.88972352,10.89253197,10.89875745,3.119705608,2.830333205,8.560226777,8.561258603,8.563561322,4.829030533,4.59733324,11.32591255,11.32891544,11.3354944,5.338465871,4.992699589,5.647959634,5.736171424
0,400,2020,17,1,17,16.5,8.3,1,8.4,-55.74353324,92.74626347,25,40,6.9,2,2.126880421,2.12694336,2.127083398,0.818808879,0.770346995,2.241463925,2.241533553,2.241688521,0.991547581,0.914450864,2.129251136,2.129314244,2.129454667,0.820858937,0.77228403,2.243027602,2.243097309,2.243252424,0.994092807,0.916840861,1.063719907,1.037118562
0,401,2020,17,1,17,17.5,0,0,0,-67.70495353,100.1716547,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,402,2020,17,1,17,18.5,0,0,0,-79.51600887,108.2592459,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,403,2020,17,1,17,19.5,0,0,0,-91.66286074,116.6635797,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,404,2020,17,1,17,20.5,0,0,0,-104.8010255,125.0063106,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,405,2020,17,1,17,21.5,0,0,0,-119.8057731,132.8082062,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,406,2020,17,1,17,22.5,0,0,0,-137.7217542,139.390953,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,407,2020,17,1,17,23.5,0,0,0,-159.2352937,143.8134922,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,408,2020,18,1,18,0.5,0,0,0,176.6422214,145.0911399,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,409,2020,18,1,18,1.5,0,0,0,153.0001794,142.8603937,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,410,2020,18,1,18,2.5,0,0,0,132.4872282,137.7278732,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,411,2020,18,1,18,3.5,0,0,0,115.4835441,130.71711,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,412,2020,18,1,18,4.5,0,0,0,101.1008171,122.6989764,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,413,2020,18,1,18,5.5,0,0,0,88.31891038,114.285686,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,414,2020,18,1,18,6.5,0,0,0,76.32646665,105.9193183,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,415,2020,18,1,18,7.5,0,0,0,64.5192508,97.96340682,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,416,2020,18,1,18,8.5,5.8,0.4,5.9,52.44968533,90.76194594,25,40,6.5,4.1,1.472888717,1.473028442,1.473123873,0.57511576,0.541077056,1.552368649,1.552523201,1.552628814,0.696444135,0.642292868,1.474531407,1.474671343,1.474766959,0.576555682,0.542437593,1.553451759,1.553606598,1.553712215,0.698231853,0.643971557,0.747136601,0.728452323
0,417,2020,18,1,18,9.5,51.9,80,42.1,39.80881744,84.66847073,25,9.772269276,6.4,4.2,13.60568379,13.61512652,13.62145041,4.896614152,4.636652352,24.29821989,24.32646858,24.34539202,5.575136203,5.163995806,13.37600637,13.38509081,13.391176,3.854125409,3.6259244,24.10088878,24.12860975,24.14716999,4.559535924,4.170961309,5.015993307,4.864463911
0,418,2020,18,1,18,10.5,63.3,23.1,59.4,26.45109617,80.04476595,25,5.609378087,6.4,5,19.18685642,19.21001109,19.22375866,5.526536338,5.185902254,26.14651664,26.18705909,26.21112777,6.719168664,6.103148428,19.1646104,19.18771614,19.20143107,5.447135181,5.110404284,26.13597507,26.1764717,26.20051257,6.63355819,6.02108278,7.253011388,7.036858754
0,419,2020,18,1,18,11.5,43.4,0.2,43.4,12.44026349,77.22400829,25,4.43896695,6.7,4.7,11.95506173,11.96368504,11.96900918,4.083992666,3.855494097,12.48214502,12.49151988,12.49730637,4.751610872,4.420615832,11.96530434,11.97394433,11.97927745,4.092302485,3.863341699,12.4892545,12.49863997,12.50443343,4.762702237,4.430980545,5.145171984,5.012440872
0,420,2020,18,1,18,12.5,102.9,36,94.2,-1.93860127,76.44266265,25,4.196565267,6.9,4.4,31.80310622,31.8559596,31.89004617,8.335870859,7.849913601,42.89273683,42.98239888,43.04032991,9.752401411,8.932547182,31.87702412,31.93005588,31.96435154,8.379376687,7.891031885,42.92370859,43.01350682,43.0715361,9.804531074,8.981705502,10.71207305,10.4782155
0,421,2020,18,1,18,13.5,81.4,0.8,81.1,-16.26009882,77.77137726,25,4.6263061,7.2,4.1,23.89948732,23.92639716,23.94477763,7.407869781,7.002913006,25.21845523,25.24831144,25.26869919,8.372476683,7.799788245,23.93143499,23.95841907,23.97684943,7.440469879,7.033612419,25.23799246,25.26789768,25.28832008,8.410130154,7.835291248,9.172349712,8.951520793
0,422,2020,18,1,18,14.5,32.3,0.2,32.4,-30.12199332,81.09089228,25,6.215377844,6.8,3.8,8.82897802,8.832629932,8.83529665,3.050146286,2.879194285,9.23475138,9.23873417,9.241640101,3.551663079,3.303030621,8.838158256,8.841817209,8.844488644,3.059673023,2.888115436,9.240876286,9.244863226,9.247774843,3.562977442,3.313638109,3.846565259,3.749168569
0,423,2020,18,1,18,15.5,14.8,0.2,14.8,-43.29404341,86.13163934,25,12.61898988,6.7,3.8,3.891312368,3.892091113,3.892659754,1.398402119,1.319602472,4.076872555,4.077723589,4.078345546,1.635726469,1.520219802,3.898130101,3.898911469,3.899482035,1.404995723,1.325840641,4.079993206,4.080845229,4.081468134,1.642863446,1.526985144,1.771067655,1.726335101
0,424,2020,18,1,18,16.5,3.1,0.2,3.2,-55.77152972,92.54695279,25,40,6.8,4,0.774962136,0.775002737,0.775031058,0.311927192,0.293465522,0.816922935,0.8169679,0.816999269,0.377732412,0.348362234,0.775827232,0.775867923,0.775896295,0.312708167,0.29420344,0.817492409,0.817537453,0.817568878,0.378702022,0.349272709,0.405226631,0.395092786
0,425,2020,18,1,18,17.5,0,0,0,-67.74768874,99.97463192,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,426,2020,18,1,18,18.5,0,0,0,-79.56934777,108.0640501,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,427,2020,18,1,18,19.5,0,0,0,-91.72242445,116.4688656,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,428,2020,18,1,18,20.5,0,0,0,-104.8603974,124.8101908,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,429,2020,18,1,18,21.5,0,0,0,-119.8530114,132.608931,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,430,2020,18,1,18,22.5,0,0,0,-137.7343497,139.1886413,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,431,2020,18,1,18,23.5,0,0,0,-159.1806268,143.6134099,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,432,2020,19,1,19,0.5,0,0,0,176.7830629,144.9050342,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,433,2020,19,1,19,1.5,0,0,0,153.2034146,142.6987411,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,434,2020,19,1,19,2.5,0,0,0,132.7105035,137.591084,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,435,2020,19,1,19,3.5,0,0,0,115.7012249,130.5982019,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,436,2020,19,1,19,4.5,0,0,0,101.3048507,122.5895452,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,437,2020,19,1,19,5.5,0,0,0,88.50905661,114.1784043,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,438,2020,19,1,19,6.5,0,0,0,76.50445085,105.8082068,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
